Stopwords
281,主张
282,主要
283,举凡
284,举行
285,乃
286,乃至
287,乃至于
288,么
289,之
290,之一
291,之前
292,之后
293,之後
294,之所以
295,之类
296,乌乎
297,乎
298,乒
299,乘
300,乘势
301,乘机
302,乘胜
303,乘虚
304,乘隙
305,九
306,也
307,也好
308,也就是说
309,也是
310,也罢
311,了
312,了解
313,争取
314,二
315,二来
316,二话不说
317,二话没说
318,于
319,于是
320,于是乎
321,云云
322,云尔
323,互
324,互相
325,五
326,些
327,交口
328,亦
329,产生
330,亲口
331,亲手
332,亲眼
333,亲自
334,亲身
335,人
336,人人
337,人们
338,人家
339,人民
340,什么
341,什么样
342,什麽
343,仅
344,仅仅
345,今
346,今后
347,今天
348,今年
349,今後
350,介于
351,仍
352,仍旧
353,仍然
354,从
355,从不
356,从严
357,从中
358,从事
359,从今以后
360,从优
361,从古到今
362,从古至今
363,从头
364,从宽
365,从小
366,从新
367,从无到有
368,从早到晚
369,从未
370,从来
371,从此
372,从此以后
373,从而
374,从轻
375,从速
376,从重
377,他
378,他人
379,他们
380,他是
381,他的
382,代替
383,以
384,以上
385,以下
386,以为
387,以便
388,以免
389,以前
390,以及
391,以后
392,以外
393,以後
394,以故
395,以期
396,以来
397,以至
398,以至于
399,以致
400,们
401,任
402,任何
403,任凭
404,任务
405,企图
406,伙同
407,会
408,伟大
409,传
410,传说
411,传闻
412,似乎
413,似的
414,但
415,但凡
416,但愿
417,但是
418,何
419,何乐而不为
420,何以
421,何况
422,何处
423,何妨
424,何尝
425,何必
426,何时
427,何止
428,何苦
429,何须
430,余外
431,作为
432,你
433,你们
434,你是
435,你的
436,使
437,使得
438,使用
439,例如
440,依
441,依据
442,依照
443,依靠
444,便
445,便于
446,促进
447,保持
448,保管
449,保险
450,俺
451,俺们
452,倍加
453,倍感
454,倒不如
455,倒不如说
456,倒是
457,倘
458,倘使
459,倘或
460,倘然
461,倘若
462,借
463,借以
464,借此
465,假使
466,假如
467,假若
468,偏偏
469,做到
470,偶尔
471,偶而
472,傥然
473,像
474,儿
475,允许
476,元／吨
477,充其极
478,充其量
479,充分
480,先不先
481,先后
482,先後
483,先生
484,光
485,光是
486,全体
487,全力
488,全年
489,全然
490,全身心
491,全部
492,全都
493,全面
494,八
495,八成
496,公然
497,六
498,兮
499,共
500,共同
501,共总
502,关于
503,其
504,其一
505,其中
506,其二
507,其他
508,其余
509,其后
510,其它
511,其实
512,其次
513,具体
514,具体地说
515,具体来说
516,具体说来
517,具有
518,兼之
519,内
520,再
521,再其次
522,再则
523,再有
524,再次
525,再者
526,再者说
527,再说
528,冒
529,冲
530,决不
531,决定
532,决非
533,况且
534,准备
535,凑巧
536,凝神
537,几
538,几乎
539,几度
540,几时
541,几番
542,几经
543,凡
544,凡是
545,凭
546,凭借
547,出
548,出于
549,出去
550,出来
551,出现
552,分别
553,分头
554,分期
555,分期分批
556,切
557,切不可
558,切切
559,切勿
560,切莫
561,则
562,则甚
563,刚
564,刚好
565,刚巧
566,刚才
567,初
568,别
569,别人
570,别处
571,别是
572,别的
573,别管
574,别说
575,到
576,到了儿
577,到处
578,到头
579,到头来
580,到底
581,到目前为止
582,前后
583,前此
584,前者
585,前进
586,前面
587,加上
588,加之
589,加以
590,加入
591,加强
592,动不动
593,动辄
594,勃然
595,匆匆
596,十分
597,千
598,千万
599,千万千万
600,半
601,单
602,单单
603,单纯
604,即
605,即令
606,即使
607,即便
608,即刻
609,即如
610,即将
611,即或
612,即是说
613,即若
614,却
615,却不
616,历
617,原来
618,去
619,又
620,又及
621,及
622,及其
623,及时
624,及至
625,双方
626,反之
627,反之亦然
628,反之则
629,反倒
630,反倒是
631,反应
632,反手
633,反映
634,反而
635,反过来
636,反过来说
637,取得
638,取道
639,受到
640,变成
641,古来
642,另
643,另一个
644,另一方面
645,另外
646,另悉
647,另方面
648,另行
649,只
650,只当
651,只怕
652,只是
653,只有
654,只消
655,只要
656,只限
657,叫
658,叫做
659,召开
660,叮咚
661,叮当
662,可
663,可以
664,可好
665,可是
666,可能
667,可见
668,各
669,各个
670,各人
671,各位
672,各地
673,各式
674,各种
675,各级
676,各自
677,合理
678,同
679,同一
680,同时
681,同样
682,后
683,后来
684,后者
685,后面
686,向
687,向使
688,向着
689,吓
690,吗
691,否则
692,吧
693,吧哒
694,吱
695,呀
696,呃
697,呆呆地
698,呐
699,呕
700,呗
701,呜
702,呜呼
703,呢
704,周围
705,呵
706,呵呵
707,呸
708,呼哧
709,呼啦
710,咋
711,和
712,咚
713,咦
714,咧
715,咱
716,咱们
717,咳
718,哇
719,哈
720,哈哈
721,哉
722,哎
723,哎呀
724,哎哟
725,哗
726,哗啦
727,哟
728,哦
729,哩
730,哪
731,哪个
732,哪些
733,哪儿
734,哪天
735,哪年
736,哪怕
737,哪样
738,哪边
739,哪里
740,哼
741,哼唷
742,唉
743,唯有
744,啊
745,啊呀
746,啊哈
747,啊哟
748,啐
749,啥
750,啦
751,啪达
752,啷当
753,喀
754,喂
755,喏
756,喔唷
757,喽
758,嗡
759,嗡嗡
760,嗬
761,嗯
762,嗳
763,嘎
764,嘎嘎
765,嘎登
766,嘘
767,嘛
768,嘻
769,嘿
770,嘿嘿
771,四
772,因
773,因为
774,因了
775,因此
776,因着
777,因而
778,固
779,固然
780,在
781,在下
782,在于
783,地
784,均
785,坚决
786,坚持
787,基于
788,基本
789,基本上
790,处在
791,处处
792,处理
793,复杂
794,多
795,多么
796,多亏
797,多多
798,多多少少
799,多多益善
800,多少
801,多年前
802,多年来
803,多数
804,多次
805,够瞧的
806,大
807,大不了
808,大举
809,大事
810,大体
811,大体上
812,大凡
813,大力
814,大多
815,大多数
816,大大
817,大家
818,大张旗鼓
819,大批
820,大抵
821,大概
822,大略
823,大约
824,大致
825,大都
826,大量
827,大面儿上
828,失去
829,奇
830,奈
831,奋勇
832,她
833,她们
834,她是
835,她的
836,好
837,好在
838,好的
839,好象
840,如
841,如上
842,如上所述
843,如下
844,如今
845,如何
846,如其
847,如前所述
848,如同
849,如常
850,如是
851,如期
852,如果
853,如次
854,如此
855,如此等等
856,如若
857,始而
858,姑且
859,存在
860,存心
861,孰料
862,孰知
863,宁
864,宁可
865,宁愿
866,宁肯
867,它
868,它们
869,它们的
870,它是
871,它的
872,安全
873,完全
874,完成
875,定
876,实现
877,实际
878,宣布
879,容易
880,密切
881,对
882,对于
883,对应
884,对待
885,对方
886,对比
887,将
888,将才
889,将要
890,将近
891,小
892,少数
893,尔
894,尔后
895,尔尔
896,尔等
897,尚且
898,尤其
899,就
900,就地
901,就是
902,就是了
903,就是说
904,就此
905,就算
906,就要
907,尽
908,尽可能
909,尽如人意
910,尽心尽力
911,尽心竭力
912,尽快
913,尽早
914,尽然
915,尽管
916,尽管如此
917,尽量
918,局外
919,居然
920,届时
921,属于
922,屡
923,屡屡
924,屡次
925,屡次三番
926,岂
927,岂但
928,岂止
929,岂非
930,川流不息
931,左右
932,巨大
933,巩固
934,差一点
935,差不多
936,己
937,已
938,已矣
939,已经
940,巴
941,巴巴
942,带
943,帮助
944,常
945,常常
946,常言说
947,常言说得好
948,常言道
949,平素
950,年复一年
951,并
952,并不
953,并不是
954,并且
955,并排
956,并无
957,并没
958,并没有
959,并肩
960,并非
961,广大
962,广泛
963,应当
964,应用
965,应该
966,庶乎
967,庶几
968,开外
969,开始
970,开展
971,引起
972,弗
973,弹指之间
974,强烈
975,强调
976,归
977,归根到底
978,归根结底
979,归齐
980,当
981,当下
982,当中
983,当儿
984,当前
985,当即
986,当口儿
987,当地
988,当场
989,当头
990,当庭
991,当时
992,当然
993,当真
994,当着
995,形成
996,彻夜
997,彻底
998,彼
999,彼时
1000,彼此
1001,往
1002,往往
1003,待
1004,待到
1005,很
1006,很多
1007,很少
1008,後来
1009,後面
1010,得
1011,得了
1012,得出
1013,得到
1014,得天独厚
1015,得起
1016,心里
1017,必
1018,必定
1019,必将
1020,必然
1021,必要
1022,必须
1023,快
1024,快要
1025,忽地
1026,忽然
1027,怎
1028,怎么
1029,怎么办
1030,怎么样
1031,怎奈
1032,怎样
1033,怎麽
1034,怕
1035,急匆匆
1036,怪
1037,怪不得
1038,总之
1039,总是
1040,总的来看
1041,总的来说
1042,总的说来
1043,总结
1044,总而言之
1045,恍然
1046,恐怕
1047,恰似
1048,恰好
1049,恰如
1050,恰巧
1051,恰恰
1052,恰恰相反
1053,恰逢
1054,您
1055,您们
1056,您是
1057,惟其
1058,惯常
1059,意思
1060,愤然
1061,愿意
1062,慢说
1063,成为
1064,成年
1065,成年累月
1066,成心
1067,我
1068,我们
1069,我是
1070,我的
1071,或
1072,或则
1073,或多或少
1074,或是
1075,或曰
1076,或者
1077,或许
1078,战斗
1079,截然
1080,截至
1081,所
1082,所以
1083,所在
1084,所幸
1085,所有
1086,所谓
1087,才
1088,才能
1089,扑通
1090,打
1091,打从
1092,打开天窗说亮话
1093,扩大
1094,把
1095,抑或
1096,抽冷子
1097,拦腰
1098,拿
1099,按
1100,按时
1101,按期
1102,按照
1103,按理
1104,按说
1105,挨个
1106,挨家挨户
1107,挨次
1108,挨着
1109,挨门挨户
1110,挨门逐户
1111,换句话说
1112,换言之
1113,据
1114,据实
1115,据悉
1116,据我所知
1117,据此
1118,据称
1119,据说
1120,掌握
1121,接下来
1122,接着
1123,接著
1124,接连不断
1125,放量
1126,故
1127,故意
1128,故此
1129,故而
1130,敞开儿
1131,敢
1132,敢于
1133,敢情
1134,数/
1135,整个
1136,断然
1137,方
1138,方便
1139,方才
1140,方能
1141,方面
1142,旁人
1143,无
1144,无宁
1145,无法
1146,无论
1147,既
1148,既...又
1149,既往
1150,既是
1151,既然
1152,日复一日
1153,日渐
1154,日益
1155,日臻
1156,日见
1157,时候
1158,昂然
1159,明显
1160,明确
1161,是
1162,是不是
1163,是以
1164,是否
1165,是的
1166,显然
1167,显著
1168,普通
1169,普遍
1170,暗中
1171,暗地里
1172,暗自
1173,更
1174,更为
1175,更加
1176,更进一步
1177,曾
1178,曾经
1179,替
1180,替代
1181,最
1182,最后
1183,最大
1184,最好
1185,最後
1186,最近
1187,最高
1188,有
1189,有些
1190,有关
1191,有利
1192,有力
1193,有及
1194,有所
1195,有效
1196,有时
1197,有点
1198,有的
1199,有的是
1200,有着
1201,有著
1202,望
1203,朝
1204,朝着
1205,末##末
1206,本
1207,本人
1208,本地
1209,本着
1210,本身
1211,权时
1212,来
1213,来不及
1214,来得及
1215,来看
1216,来着
1217,来自
1218,来讲
1219,来说
1220,极
1221,极为
1222,极了
1223,极其
1224,极力
1225,极大
1226,极度
1227,极端
1228,构成
1229,果然
1230,果真
1231,某
1232,某个
1233,某些
1234,某某
1235,根据
1236,根本
1237,格外
1238,梆
1239,概
1240,次第
1241,欢迎
1242,欤
1243,正值
1244,正在
1245,正如
1246,正巧
1247,正常
1248,正是
1249,此
1250,此中
1251,此后
1252,此地
1253,此处
1254,此外
1255,此时
1256,此次
1257,此间
1258,殆
1259,毋宁
1260,每
1261,每个
1262,每天
1263,每年
1264,每当
1265,每时每刻
1266,每每
1267,每逢
1268,比
1269,比及
1270,比如
1271,比如说
1272,比方
1273,比照
1274,比起
1275,比较
1276,毕竟
1277,毫不
1278,毫无
1279,毫无例外
1280,毫无保留地
1281,汝
1282,沙沙
1283,没
1284,没奈何
1285,没有
1286,沿
1287,沿着
1288,注意
1289,活
1290,深入
1291,清楚
1292,满
1293,满足
1294,漫说
1295,焉
1296,然
1297,然则
1298,然后
1299,然後
1300,然而
1301,照
1302,照着
1303,牢牢
1304,特别是
1305,特殊
1306,特点
1307,犹且
1308,犹自
1309,独
1310,独自
1311,猛然
1312,猛然间
1313,率尔
1314,率然
1315,现代
1316,现在
1317,理应
1318,理当
1319,理该
1320,瑟瑟
1321,甚且
1322,甚么
1323,甚或
1324,甚而
1325,甚至
1326,甚至于
1327,用
1328,用来
1329,甫
1330,甭
1331,由
1332,由于
1333,由是
1334,由此
1335,由此可见
1336,略
1337,略为
1338,略加
1339,略微
1340,白
1341,白白
1342,的
1343,的确
1344,的话
1345,皆可
1346,目前
1347,直到
1348,直接
1349,相似
1350,相信
1351,相反
1352,相同
1353,相对
1354,相对而言
1355,相应
1356,相当
1357,相等
1358,省得
1359,看
1360,看上去
1361,看出
1362,看到
1363,看来
1364,看样子
1365,看看
1366,看见
1367,看起来
1368,真是
1369,真正
1370,眨眼
1371,着
1372,着呢
1373,矣
1374,矣乎
1375,矣哉
1376,知道
1377,砰
1378,确定
1379,碰巧
1380,社会主义
1381,离
1382,种
1383,积极
1384,移动
1385,究竟
1386,穷年累月
1387,突出
1388,突然
1389,窃
1390,立
1391,立刻
1392,立即
1393,立地
1394,立时
1395,立马
1396,竟
1397,竟然
1398,竟而
1399,第
1400,第二
1401,等
1402,等到
1403,等等
1404,策略地
1405,简直
1406,简而言之
1407,简言之
1408,管
1409,类如
1410,粗
1411,精光
1412,紧接着
1413,累年
1414,累次
1415,纯
1416,纯粹
1417,纵
1418,纵令
1419,纵使
1420,纵然
1421,练习
1422,组成
1423,经
1424,经常
1425,经过
1426,结合
1427,结果
1428,给
1429,绝
1430,绝不
1431,绝对
1432,绝非
1433,绝顶
1434,继之
1435,继后
1436,继续
1437,继而
1438,维持
1439,综上所述
1440,缕缕
1441,罢了
1442,老
1443,老大
1444,老是
1445,老老实实
1446,考虑
1447,者
1448,而
1449,而且
1450,而况
1451,而又
1452,而后
1453,而外
1454,而已
1455,而是
1456,而言
1457,而论
1458,联系
1459,联袂
1460,背地里
1461,背靠背
1462,能
1463,能否
1464,能够
1465,腾
1466,自
1467,自个儿
1468,自从
1469,自各儿
1470,自后
1471,自家
1472,自己
1473,自打
1474,自身
1475,臭
1476,至
1477,至于
1478,至今
1479,至若
1480,致
1481,般的
1482,良好
1483,若
1484,若夫
1485,若是
1486,若果
1487,若非
1488,范围
1489,莫
1490,莫不
1491,莫不然
1492,莫如
1493,莫若
1494,莫非
1495,获得
1496,藉以
1497,虽
1498,虽则
1499,虽然
1500,虽说
1501,蛮
1502,行为
1503,行动
1504,表明
1505,表示
1506,被
1507,要
1508,要不
1509,要不是
1510,要不然
1511,要么
1512,要是
1513,要求
1514,见
1515,规定
1516,觉得
1517,譬喻
1518,譬如
1519,认为
1520,认真
1521,认识
1522,让
1523,许多
1524,论
1525,论说
1526,设使
1527,设或
1528,设若
1529,诚如
1530,诚然
1531,话说
1532,该
1533,该当
1534,说明
1535,说来
1536,说说
1537,请勿
1538,诸
1539,诸位
1540,诸如
1541,谁
1542,谁人
1543,谁料
1544,谁知
1545,谨
1546,豁然
1547,贼死
1548,赖以
1549,赶
1550,赶快
1551,赶早不赶晚
1552,起
1553,起先
1554,起初
1555,起头
1556,起来
1557,起见
1558,起首
1559,趁
1560,趁便
1561,趁势
1562,趁早
1563,趁机
1564,趁热
1565,趁着
1566,越是
1567,距
1568,跟
1569,路经
1570,转动
1571,转变
1572,转贴
1573,轰然
1574,较
1575,较为
1576,较之
1577,较比
1578,边
1579,达到
1580,达旦
1581,迄
1582,迅速
1583,过
1584,过于
1585,过去
1586,过来
1587,运用
1588,近
1589,近几年来
1590,近年来
1591,近来
1592,还
1593,还是
1594,还有
1595,还要
1596,这
1597,这一来
1598,这个
1599,这么
1600,这么些
1601,这么样
1602,这么点儿
1603,这些
1604,这会儿
1605,这儿
1606,这就是说
1607,这时
1608,这样
1609,这次
1610,这点
1611,这种
1612,这般
1613,这边
1614,这里
1615,这麽
1616,进入
1617,进去
1618,进来
1619,进步
1620,进而
1621,进行
1622,连
1623,连同
1624,连声
1625,连日
1626,连日来
1627,连袂
1628,连连
1629,迟早
1630,迫于
1631,适应
1632,适当
1633,适用
1634,逐步
1635,逐渐
1636,通常
1637,通过
1638,造成
1639,逢
1640,遇到
1641,遭到
1642,遵循
1643,遵照
1644,避免
1645,那
1646,那个
1647,那么
1648,那么些
1649,那么样
1650,那些
1651,那会儿
1652,那儿
1653,那时
1654,那末
1655,那样
1656,那般
1657,那边
1658,那里
1659,那麽
1660,部分
1661,都
1662,鄙人
1663,采取
1664,里面
1665,重大
1666,重新
1667,重要
1668,鉴于
1669,针对
1670,长期以来
1671,长此下去
1672,长线
1673,长话短说
1674,问题
1675,间或
1676,防止
1677,阿
1678,附近
1679,陈年
1680,限制
1681,陡然
1682,除
1683,除了
1684,除却
1685,除去
1686,除外
1687,除开
1688,除此
1689,除此之外
1690,除此以外
1691,除此而外
1692,除非
1693,随
1694,随后
1695,随时
1696,随着
1697,随著
1698,隔夜
1699,隔日
1700,难得
1701,难怪
1702,难说
1703,难道
1704,难道说
1705,集中
1706,零
1707,需要
1708,非但
1709,非常
1710,非徒
1711,非得
1712,非特
1713,非独
1714,靠
1715,顶多
1716,顷
1717,顷刻
1718,顷刻之间
1719,顷刻间
1720,顺
1721,顺着
1722,顿时
1723,颇
1724,风雨无阻
1725,饱
1726,首先
1727,马上
1728,高低
1729,高兴
1730,默然
1731,默默地
1732,齐
1733,︿
1734,！
1735,＃
1736,＄
1737,％
1738,＆
1739,＇
1740,（
1741,）
1742,）÷（１－
1743,）、
1744,＊
1745,＋
1746,＋ξ
1747,＋＋
1748,，
1749,，也
1750,－
1751,－β
1752,－－
1753,－［＊］－
1754,．
1755,／
1756,０
1757,０：２
1758,１
1759,１．
1760,１２％
1761,２
1762,２．３％
1763,３
1764,４
1765,５
1766,５：０
1767,６
1768,７
1769,８
1770,９
1771,：
1772,；
1773,＜
1774,＜±
1775,＜Δ
1776,＜λ
1777,＜φ
1778,＜＜
1779,＝
1780,＝″
1781,＝☆
1782,＝（
1783,＝－
1784,＝［
1785,＝｛
1786,＞
1787,＞λ
1788,？
1789,＠
1790,Ａ
1791,ＬＩ
1792,Ｒ．Ｌ．
1793,ＺＸＦＩＴＬ
1794,［
1795,［①①］
1796,［①②］
1797,［①③］
1798,［①④］
1799,［①⑤］
1800,［①⑥］
1801,［①⑦］
1802,［①⑧］
1803,［①⑨］
1804,［①Ａ］
1805,［①Ｂ］
1806,［①Ｃ］
1807,［①Ｄ］
1808,［①Ｅ］
1809,［①］
1810,［①ａ］
1811,［①ｃ］
1812,［①ｄ］
1813,［①ｅ］
1814,［①ｆ］
1815,［①ｇ］
1816,［①ｈ］
1817,［①ｉ］
1818,［①ｏ］
1819,［②
1820,［②①］
1821,［②②］
1822,［②③］
1823,［②④
1824,［②⑤］
1825,［②⑥］
1826,［②⑦］
1827,［②⑧］
1828,［②⑩］
1829,［②Ｂ］
1830,［②Ｇ］
1831,［②］
1832,［②ａ］
1833,［②ｂ］
1834,［②ｃ］
1835,［②ｄ］
1836,［②ｅ］
1837,［②ｆ］
1838,［②ｇ］
1839,［②ｈ］
1840,［②ｉ］
1841,［②ｊ］
1842,［③①］
1843,［③⑩］
1844,［③Ｆ］
1845,［③］
1846,［③ａ］
1847,［③ｂ］
1848,［③ｃ］
1849,［③ｄ］
1850,［③ｅ］
1851,［③ｇ］
1852,［③ｈ］
1853,［④］
1854,［④ａ］
1855,［④ｂ］
1856,［④ｃ］
1857,［④ｄ］
1858,［④ｅ］
1859,［⑤］
1860,［⑤］］
1861,［⑤ａ］
1862,［⑤ｂ］
1863,［⑤ｄ］
1864,［⑤ｅ］
1865,［⑤ｆ］
1866,［⑥］
1867,［⑦］
1868,［⑧］
1869,［⑨］
1870,［⑩］
1871,［＊］
1872,［－
1873,［］
1874,］
1875,］∧′＝［
1876,］［
1877,＿
1878,ａ］
1879,ｂ］
1880,ｃ］
1881,ｅ］
1882,ｆ］
1883,ｎｇ昉
1884,｛
1885,｛－
1886,｜
1887,｝
1888,｝＞
1889,～
1890,～±
1891,～＋
1892,￥
